0	63	45	90	34	48	95	80	94	45	31	97	38	78	61	46	53	48	71	81	85	65	43	84	60	91	49	47	67	81	65	
70	0	56	94	48	50	57	75	21	67	86	97	85	87	92	62	86	55	82	51	54	28	20	57	50	72	74	34	23	96	49	
75	88	0	84	80	51	66	65	95	75	42	31	62	58	51	81	52	29	93	45	49	70	78	22	97	51	100	25	53	48	71	
82	41	69	0	40	74	66	48	68	45	39	71	73	52	56	39	20	41	78	51	48	26	55	57	81	48	36	58	85	76	37	
90	20	87	52	0	27	61	69	60	63	79	33	22	60	80	76	78	79	61	54	40	70	55	74	96	53	84	76	71	70	97	
43	45	48	71	61	0	65	52	43	34	87	88	66	93	55	56	42	64	25	89	99	86	31	58	61	99	44	69	56	82	63	
81	37	29	35	47	70	0	31	26	26	39	93	87	70	88	61	79	79	96	72	93	51	52	79	77	23	65	31	44	73	32	
85	94	38	55	70	45	62	0	23	85	21	71	33	38	47	20	70	37	46	80	51	36	80	80	66	68	46	43	24	39	42	
74	94	55	31	65	34	53	28	0	23	60	58	61	75	61	81	61	72	70	99	99	53	66	57	80	99	46	77	47	81	27	
23	60	69	49	67	77	56	71	47	0	37	34	94	40	57	30	25	83	97	75	93	24	37	79	38	60	71	21	20	32	54	
51	76	38	93	83	95	86	50	95	83	0	96	98	30	75	21	54	81	100	93	95	90	76	95	25	71	74	42	84	32	26	
23	24	78	55	72	22	80	53	86	56	88	0	84	34	31	38	90	35	79	98	20	31	99	100	63	54	24	26	89	95	73	
86	30	93	40	42	43	98	30	41	77	31	52	0	69	80	41	96	41	92	91	92	86	89	25	76	74	75	28	46	51	74	
44	40	66	26	58	75	40	76	66	70	76	87	42	0	78	28	55	89	38	28	39	31	42	47	22	46	83	30	77	93	33	
89	53	80	30	46	64	63	91	49	99	66	86	61	32	0	87	94	98	71	62	22	66	69	66	95	20	83	51	48	63	53	
23	77	64	71	36	59	89	69	36	80	24	89	40	83	29	0	93	31	98	20	55	50	40	68	36	33	86	64	44	57	58	
45	93	28	89	54	33	52	56	64	80	49	48	87	49	69	63	0	94	96	94	82	94	96	97	77	63	43	47	33	98	39	
87	99	94	23	58	63	75	50	62	85	53	97	46	98	21	93	41	0	60	69	81	49	28	42	37	58	45	88	20	45	25	
85	48	37	63	76	21	98	27	48	80	93	79	45	43	86	44	64	71	0	62	30	83	77	52	69	80	46	33	68	94	56	
71	59	80	64	69	93	30	39	78	24	25	69	29	24	55	59	35	24	36	0	22	82	92	73	66	31	35	62	92	21	56	
36	21	21	43	40	29	35	62	39	59	45	28	43	40	40	57	29	96	85	72	0	98	81	24	52	38	38	77	65	28	75	
71	28	70	92	57	77	78	30	66	44	42	43	31	36	61	30	60	42	81	93	87	0	42	77	81	97	90	59	78	38	26	
34	59	54	48	30	99	60	20	79	37	45	73	73	62	28	30	95	56	89	33	27	92	0	28	36	25	68	72	83	24	61	
26	90	92	49	25	25	72	88	87	41	62	64	68	90	33	46	57	32	43	96	42	50	79	0	51	51	35	68	27	48	84	
99	95	54	27	46	99	26	96	31	30	31	73	87	21	42	64	46	36	99	100	91	92	91	23	0	88	84	84	49	36	28	
87	97	79	20	98	66	32	45	87	56	100	25	32	83	91	82	23	62	35	54	42	24	23	55	66	0	85	36	73	59	36	
83	76	46	29	68	54	97	71	74	63	74	29	73	46	97	43	75	89	95	86	32	72	65	87	66	28	0	81	74	53	23	
72	83	27	56	71	66	36	81	56	32	97	37	48	99	62	25	70	85	65	41	27	20	39	83	51	73	76	0	66	55	32	
52	41	73	45	96	23	57	23	44	24	89	93	52	74	75	47	99	40	97	28	95	30	76	79	59	34	94	74	0	31	78	
59	69	32	87	64	97	69	34	22	86	91	62	73	33	48	74	60	83	92	39	73	55	45	35	37	64	71	92	37	0	99	
51	96	36	89	82	72	79	80	55	66	95	36	54	64	55	60	31	48	82	47	30	64	65	38	70	62	93	94	25	57	0	
