0	74	97	86	84	61	89	100	85	51	37	79	80	70	100	95	45	45	54	94	42	90	70	37	51	37	70	86	22	34	35	
24	0	64	26	27	58	53	80	32	44	77	47	43	58	47	90	45	90	77	51	30	89	22	32	91	58	83	36	81	47	20	
51	83	0	60	50	50	69	42	92	37	25	93	97	78	68	23	74	38	48	82	69	47	80	77	52	25	82	90	62	85	57	
59	71	91	0	85	30	92	89	61	28	28	20	95	33	70	81	21	95	36	80	25	25	87	34	54	94	66	74	28	33	42	
42	26	46	73	0	98	34	59	100	49	81	98	28	51	45	24	84	47	63	58	46	30	75	53	62	72	78	63	76	67	69	
79	28	72	66	63	0	30	88	96	76	90	61	47	85	96	51	76	91	69	21	70	43	51	30	82	32	49	23	32	69	37	
36	42	80	99	45	67	0	75	24	80	99	64	87	22	68	56	72	71	59	26	48	42	88	37	26	38	55	28	25	39	39	
86	63	34	98	81	66	95	0	67	70	51	25	86	88	54	62	80	92	58	56	33	61	90	96	82	44	94	55	96	57	29	
23	70	49	93	26	35	59	49	0	59	59	33	38	21	89	20	84	49	78	85	56	33	88	83	42	22	23	32	34	64	54	
26	77	75	63	25	66	53	42	89	0	89	77	44	28	39	45	79	93	41	89	36	41	29	80	91	95	91	71	85	59	90	
56	95	92	23	72	56	83	31	81	74	0	40	31	74	35	45	53	36	99	100	40	75	99	85	65	63	96	48	44	39	43	
98	32	88	79	74	80	78	23	100	36	43	0	62	28	80	69	73	40	95	82	98	70	44	66	54	69	70	55	31	94	94	
32	75	41	87	26	85	21	70	45	52	80	42	0	58	62	70	67	28	28	69	55	54	20	73	60	38	50	26	61	36	63	
57	64	43	41	49	38	46	72	63	75	99	51	78	0	93	98	23	90	48	52	65	46	58	76	81	46	23	61	35	63	57	
20	90	48	50	32	83	31	41	97	41	46	45	38	50	0	71	24	94	54	23	99	23	72	75	31	38	94	43	30	89	20	
41	85	43	58	58	24	23	26	35	80	36	62	78	81	67	0	36	91	78	47	66	100	60	79	89	85	27	26	29	23	21	
96	48	79	37	87	65	48	37	65	95	88	97	27	65	41	93	0	91	42	54	91	91	86	21	22	55	24	50	79	37	20	
58	55	73	94	31	38	30	69	67	25	51	36	66	61	58	77	93	0	37	87	27	89	67	80	21	94	29	80	37	60	71	
44	83	79	32	37	74	30	20	93	32	57	49	38	37	59	51	65	50	0	59	98	85	92	90	48	95	89	39	38	63	51	
99	40	77	77	43	88	72	27	85	46	20	76	96	62	22	48	32	41	58	0	57	60	82	90	64	87	84	71	57	89	71	
80	100	78	94	83	30	48	35	54	82	22	92	57	97	82	29	64	96	77	31	0	34	81	99	39	30	87	75	64	21	41	
79	46	68	46	51	97	52	64	52	41	53	39	89	83	84	45	90	55	20	51	30	0	26	68	88	87	22	42	84	23	50	
32	22	97	54	88	39	54	37	73	25	25	28	24	20	46	42	72	64	26	63	33	62	0	88	48	25	21	36	22	48	57	
71	63	35	40	23	74	61	35	35	77	100	22	40	67	82	87	59	87	67	83	98	43	57	0	39	61	78	94	70	43	90	
87	81	90	60	91	81	57	36	71	60	53	69	51	95	54	61	73	49	68	46	34	76	25	90	0	69	50	28	23	53	68	
41	71	93	78	81	78	38	58	51	72	58	82	91	53	93	65	40	100	53	92	75	71	49	21	42	0	55	39	85	38	27	
89	35	59	88	25	94	21	93	56	67	86	51	86	81	53	53	58	52	55	22	59	54	42	47	100	38	0	57	99	97	88	
76	69	24	24	24	78	90	30	59	41	39	89	83	28	71	39	100	52	91	46	89	54	65	100	52	81	74	0	61	56	64	
63	89	44	72	89	58	54	70	100	42	76	43	35	36	93	65	93	50	44	67	26	55	86	82	33	37	87	35	0	90	99	
31	75	57	29	97	31	33	93	56	84	65	70	85	60	57	65	37	76	81	28	43	87	73	39	83	98	72	28	71	0	59	
39	33	95	100	68	96	98	81	20	84	68	49	76	36	78	76	85	97	32	89	87	97	38	29	74	28	27	73	46	30	0	
