0	73	52	23	55	25	44	43	28	92	70	74	20	95	44	38	23	20	63	52	27	91	75	23	74	28	97	45	92	44	93	
60	0	71	95	30	50	39	77	76	36	23	81	37	42	26	89	37	100	25	67	77	36	77	79	54	38	90	85	48	27	100	
76	54	0	26	58	37	33	62	24	79	52	75	98	24	64	40	38	72	52	83	37	53	58	100	34	76	97	23	75	38	66	
24	59	95	0	62	42	53	72	41	93	37	42	24	44	27	65	50	78	26	25	43	32	69	61	22	60	46	74	56	79	85	
48	56	48	65	0	43	60	42	33	39	46	27	85	40	45	41	71	21	60	26	94	29	30	52	91	94	58	21	96	74	36	
26	76	33	86	37	0	91	62	82	44	42	99	47	55	48	83	57	94	68	24	100	56	78	39	89	89	34	51	61	78	100	
91	95	60	96	34	50	0	25	39	74	50	59	91	29	71	20	72	95	38	70	89	39	78	47	42	91	46	64	70	44	33	
28	31	100	35	60	99	32	0	85	83	46	41	81	34	76	77	36	74	97	74	94	76	51	61	24	73	75	41	68	20	86	
89	88	81	67	83	27	44	20	0	26	35	44	83	77	87	50	37	55	59	61	48	23	78	81	92	78	93	86	21	49	76	
50	85	57	78	50	96	97	42	85	0	30	52	66	54	70	95	35	56	40	72	39	52	50	75	43	39	61	65	97	40	44	
41	58	81	27	58	38	22	72	38	33	0	75	85	65	91	89	77	38	76	30	70	71	82	97	94	57	71	34	94	70	30	
24	78	65	79	85	22	23	89	70	48	70	0	48	88	61	75	21	67	71	59	39	78	31	39	44	68	49	60	32	42	69	
86	51	99	23	40	76	69	56	50	42	76	80	0	30	51	26	71	67	38	51	81	63	81	69	87	70	81	99	100	45	20	
30	53	96	76	64	45	75	67	80	58	28	69	54	0	66	57	76	96	73	22	82	75	66	84	61	93	58	44	68	68	64	
48	77	85	48	65	43	67	90	85	68	72	75	98	99	0	89	91	36	86	98	69	33	78	68	41	35	70	61	40	59	25	
73	39	71	97	72	67	32	31	88	55	84	99	37	51	82	0	48	51	61	24	92	24	75	48	30	41	62	42	91	43	83	
68	68	38	82	81	78	40	86	52	80	98	75	75	62	71	44	0	62	64	68	93	62	46	26	33	24	53	52	70	70	76	
62	47	29	62	70	83	24	69	85	81	92	25	78	87	60	31	60	0	51	93	70	35	26	75	84	94	72	31	97	30	81	
59	57	77	47	66	98	21	61	27	53	70	97	93	88	48	75	59	84	0	33	96	92	49	42	93	42	54	60	52	50	96	
23	70	79	21	57	24	91	26	44	68	51	100	89	85	67	24	49	83	69	0	74	47	99	79	28	88	71	23	47	40	23	
28	65	61	36	93	57	81	70	94	55	42	46	46	47	73	93	41	72	53	88	0	48	64	92	85	28	88	65	71	45	39	
86	60	44	45	42	91	73	36	56	40	41	79	100	94	51	96	47	63	28	68	60	0	60	79	58	22	91	63	58	80	54	
89	61	90	29	84	73	40	83	56	32	92	77	45	79	48	38	69	47	20	59	97	25	0	56	37	66	74	67	99	26	51	
73	94	94	48	48	31	78	90	64	42	47	49	23	25	62	53	23	70	43	20	43	27	56	0	99	65	62	21	74	71	58	
42	43	97	96	67	41	88	47	45	37	92	92	38	77	68	73	21	57	73	28	98	52	50	62	0	52	79	65	56	42	78	
49	98	41	40	58	22	49	82	40	94	88	37	27	46	35	98	57	47	49	92	23	76	67	49	48	0	49	51	37	86	34	
78	57	30	33	42	100	38	50	20	51	74	80	95	52	94	83	32	30	63	95	68	23	98	28	98	70	0	73	48	70	100	
82	28	26	86	86	98	41	59	76	30	69	84	71	78	95	24	30	66	84	86	71	20	66	78	96	66	65	0	77	98	55	
27	94	68	93	97	29	60	88	89	78	42	96	96	51	54	55	81	57	87	95	72	34	79	86	59	70	56	24	0	47	22	
30	29	92	80	35	28	76	64	34	52	63	85	24	74	21	95	84	31	89	34	21	25	63	89	56	64	76	25	37	0	66	
24	35	63	95	89	38	48	77	42	83	100	41	21	39	88	53	92	60	92	90	53	75	51	60	37	42	78	86	80	93	0	
