0	38	56	91	82	38	55	56	27	41	80	47	82	88	51	84	64	76	71	73	47	21	100	36	59	22	96	82	34	32	49	
51	0	33	76	94	57	82	67	26	37	28	78	44	56	82	97	42	64	84	37	99	54	87	80	22	22	71	30	100	23	73	
99	63	0	64	47	24	35	95	50	57	26	77	86	90	100	73	56	37	94	51	24	65	32	71	80	86	42	59	61	71	41	
44	62	87	0	37	36	44	92	54	96	57	64	38	66	83	50	60	34	92	85	68	31	73	88	75	79	95	57	97	82	65	
32	58	46	39	0	86	70	44	78	41	26	66	55	41	64	43	41	92	97	35	66	73	27	28	34	92	29	34	25	49	93	
42	100	92	37	57	0	24	97	56	70	77	99	72	50	24	21	45	75	74	34	28	89	55	60	22	59	28	34	55	40	20	
61	32	79	85	62	79	0	36	76	81	90	76	33	38	85	88	56	74	44	80	37	59	76	56	41	29	50	99	91	20	88	
24	54	46	84	71	36	24	0	96	100	50	36	67	27	50	45	78	23	48	41	36	74	93	36	29	90	36	97	39	72	30	
99	68	87	85	99	28	98	22	0	33	73	47	96	89	49	91	95	85	68	58	77	100	54	36	74	75	41	45	75	87	93	
20	34	77	46	51	57	99	89	26	0	73	79	33	30	51	45	71	51	88	84	64	39	51	54	23	28	89	56	78	40	56	
20	34	53	84	73	51	98	26	25	98	0	93	24	60	93	39	64	87	53	33	90	60	71	55	38	98	22	23	87	62	27	
72	96	59	90	76	33	59	70	36	39	42	0	47	47	21	32	67	45	27	41	62	40	35	23	36	87	46	69	79	68	20	
25	75	52	88	60	70	100	33	47	43	55	54	0	42	97	97	85	65	47	93	78	36	95	74	39	66	57	77	66	93	70	
66	96	40	50	22	98	49	95	89	88	73	39	35	0	30	22	41	95	96	40	46	84	70	53	60	29	90	64	45	23	53	
31	40	62	88	53	81	75	45	55	59	73	33	24	55	0	99	40	65	81	34	38	35	53	62	35	57	89	21	75	43	52	
90	91	90	63	70	37	55	63	44	56	59	72	33	22	62	0	65	45	82	29	88	88	26	86	41	44	22	74	65	77	74	
86	58	98	89	68	32	71	84	46	30	30	22	33	44	54	60	0	93	25	96	71	58	97	95	30	38	65	24	29	38	65	
97	27	96	96	80	72	84	48	42	81	32	68	47	78	87	88	89	0	44	63	41	55	94	65	90	38	95	78	61	79	44	
71	86	76	67	64	75	48	78	25	92	79	29	33	80	25	39	63	64	0	72	68	38	91	94	39	44	51	61	31	65	72	
97	99	51	40	21	64	31	32	29	79	74	43	58	55	30	65	67	76	52	0	22	47	93	54	75	25	52	79	29	99	79	
99	83	81	32	84	95	52	80	80	77	33	87	39	42	45	83	22	84	83	37	0	22	29	79	56	76	58	54	41	43	70	
91	70	53	47	83	61	41	53	35	35	91	29	47	35	78	68	76	88	92	90	88	0	79	55	86	95	68	50	40	93	98	
60	81	59	53	100	85	61	22	69	61	52	43	96	60	44	80	69	91	39	55	96	24	0	36	30	96	76	83	69	64	78	
66	43	79	44	39	63	49	62	93	67	83	30	67	33	79	43	20	39	58	100	67	32	96	0	84	85	65	65	47	56	71	
36	94	69	42	51	83	36	57	71	78	38	98	79	61	36	45	44	70	38	64	68	53	50	42	0	94	49	60	21	60	35	
40	99	76	37	74	36	33	69	78	50	71	78	29	28	69	66	22	58	100	94	68	30	21	23	72	0	21	93	84	85	37	
95	68	90	68	57	61	48	76	78	51	49	89	57	61	95	61	31	72	95	80	83	72	70	89	77	30	0	42	94	36	97	
85	70	26	28	67	87	93	73	98	31	59	67	24	25	33	57	44	99	46	50	85	97	87	58	32	22	28	0	66	91	63	
73	100	53	91	54	97	20	51	72	34	64	45	82	49	66	96	87	51	22	69	43	87	93	42	46	63	22	74	0	79	44	
85	50	50	94	84	45	45	96	91	71	94	38	34	46	31	72	34	90	82	80	28	97	64	22	41	29	59	23	96	0	20	
45	27	56	27	64	64	29	89	77	56	35	24	45	82	57	82	98	63	64	51	26	36	25	62	42	60	53	39	98	27	0	
