0	77	20	48	96	76	33	53	60	69	44	64	23	31	47	45	86	38	43	62	64	95	44	72	62	88	94	80	60	74	27	
57	0	99	70	51	47	41	83	62	90	20	29	86	23	51	48	82	32	49	91	36	80	91	86	22	56	74	51	56	43	71	
37	94	0	24	71	63	26	36	42	91	73	82	38	65	47	35	100	41	55	79	21	31	54	85	100	89	59	72	26	80	41	
64	76	51	0	67	60	98	94	26	37	83	35	23	25	77	80	57	59	69	96	77	83	93	83	98	86	89	54	32	89	43	
43	43	43	32	0	94	33	75	49	50	59	90	33	54	53	88	100	63	20	44	61	85	77	47	25	69	39	76	38	66	48	
90	62	38	23	41	0	84	89	41	40	61	32	54	95	26	82	36	41	47	35	38	88	52	45	30	62	61	60	68	91	85	
53	51	41	26	61	67	0	73	42	87	57	24	27	90	30	83	33	20	56	84	78	95	35	42	62	97	48	67	61	84	100	
46	80	98	97	42	92	23	0	57	94	85	80	21	85	69	59	45	99	38	94	76	77	20	74	62	25	28	57	80	35	32	
93	26	72	42	35	87	89	53	0	25	27	77	41	60	89	99	73	67	86	25	57	94	50	79	59	34	45	69	97	37	47	
94	30	35	49	65	80	35	76	25	0	77	90	41	32	49	31	81	20	42	86	59	69	28	96	41	31	69	40	43	34	47	
21	66	29	80	23	82	69	78	83	51	0	72	87	78	20	53	38	37	89	71	73	75	40	67	38	70	44	89	95	50	40	
97	33	20	56	90	42	44	48	26	63	41	0	35	89	52	20	68	47	30	40	48	69	21	59	62	93	85	74	67	21	50	
58	86	61	47	90	85	47	58	84	42	35	93	0	51	69	68	61	75	95	65	60	78	55	71	87	66	87	37	24	60	76	
70	74	97	41	47	50	47	22	41	49	43	32	65	0	96	79	34	80	80	97	20	77	35	21	64	55	36	89	75	21	21	
33	36	66	32	23	83	86	49	86	79	80	42	62	53	0	91	45	27	72	83	71	36	82	95	22	88	87	41	62	64	73	
96	49	56	51	90	75	45	89	43	21	56	20	46	34	70	0	31	89	77	49	53	68	36	31	37	69	61	83	89	60	56	
27	87	45	58	47	52	25	93	60	21	57	30	37	71	37	35	0	78	24	53	63	60	30	67	88	41	69	53	88	30	64	
67	22	58	49	20	82	66	51	22	79	62	78	21	34	59	81	91	0	51	81	77	30	91	84	70	24	52	61	31	62	41	
97	57	36	28	74	49	57	44	70	31	91	24	86	63	62	38	74	75	0	84	87	76	26	94	76	53	25	83	67	38	72	
34	54	61	35	71	22	54	24	26	63	84	86	39	81	92	70	63	22	34	0	20	60	90	83	35	99	40	31	49	88	60	
41	80	49	44	75	30	58	65	34	26	75	58	71	98	76	94	29	48	20	57	0	73	92	90	77	37	40	23	89	56	83	
81	64	60	27	89	28	99	53	62	22	48	37	54	97	66	88	63	44	81	45	89	0	32	54	79	72	31	22	82	75	82	
78	94	85	65	54	97	60	65	58	30	95	80	88	30	87	38	87	91	74	28	43	55	0	97	47	35	97	41	76	32	32	
32	54	81	84	71	27	33	24	74	57	39	85	73	75	78	68	25	83	62	64	97	93	100	0	57	30	23	20	29	87	84	
86	52	40	92	71	42	29	25	66	67	23	52	90	28	23	55	42	89	68	53	30	43	65	95	0	74	69	72	54	58	38	
57	53	31	27	61	64	70	79	55	69	76	61	67	82	47	86	87	44	36	34	93	67	25	89	80	0	61	82	61	82	55	
38	51	83	87	22	74	73	23	62	97	55	35	55	34	89	26	26	22	40	82	28	84	72	96	70	89	0	89	87	74	54	
77	80	68	65	78	73	40	96	46	61	31	40	39	97	62	28	59	52	47	72	56	32	41	100	93	35	28	0	56	60	90	
35	70	75	83	68	80	66	33	87	83	97	20	28	96	25	45	69	21	91	32	77	25	33	65	68	59	83	34	0	35	58	
22	78	57	29	47	38	30	40	39	83	71	32	22	36	89	95	48	88	83	34	45	32	100	33	71	98	93	25	37	0	30	
72	72	44	97	94	65	48	67	55	45	85	96	41	50	57	46	95	70	26	48	32	96	30	87	45	60	78	81	50	55	0	
