0	99	86	32	29	32	100	84	97	69	34	80	48	90	90	30	84	86	58	41	40	40	66	33	32	76	55	61	22	93	96	
66	0	38	54	42	79	61	80	88	81	34	97	98	83	99	53	22	43	97	99	50	34	77	42	60	22	66	87	87	34	74	
98	83	0	37	53	41	67	89	75	53	35	78	91	34	35	97	91	70	69	99	52	74	97	72	41	66	68	63	92	99	78	
82	86	39	0	88	26	86	35	80	28	43	45	36	55	72	98	66	71	75	52	92	95	52	50	99	20	35	62	61	25	56	
81	51	69	94	0	52	27	48	88	35	54	92	74	85	32	90	81	95	68	93	88	85	72	90	94	97	25	37	89	90	40	
45	28	59	99	70	0	23	28	35	60	95	23	26	52	65	26	85	83	79	52	54	87	25	97	55	50	28	81	45	58	24	
99	44	66	55	63	95	0	47	98	59	57	84	61	100	36	81	93	23	36	66	25	61	96	92	24	38	28	29	83	99	40	
100	53	47	95	29	32	25	0	78	95	62	22	99	28	43	88	93	62	20	57	62	49	45	52	36	83	49	76	65	32	46	
43	22	24	40	48	86	98	79	0	91	89	68	27	69	98	91	69	26	78	44	94	49	50	44	50	87	20	53	76	92	83	
73	84	72	85	46	63	44	89	89	0	48	73	30	37	60	88	60	60	44	53	70	78	25	73	37	40	100	20	79	26	40	
76	29	87	39	53	57	56	28	77	40	0	55	22	46	26	36	22	74	45	78	66	59	49	69	29	21	24	62	65	60	61	
26	58	62	82	98	47	81	62	85	39	77	0	85	79	25	80	79	69	82	31	22	63	40	89	22	54	31	23	55	23	35	
74	65	48	100	87	68	98	37	37	44	67	51	0	94	68	93	75	70	72	65	33	65	61	31	42	39	84	96	96	70	70	
73	97	30	83	63	82	86	30	94	62	63	50	30	0	31	55	78	29	94	76	25	82	88	77	59	38	51	99	21	34	79	
67	26	78	53	67	73	37	68	46	85	20	89	89	36	0	57	63	23	52	91	87	30	58	61	74	61	62	63	32	85	63	
69	20	67	32	98	56	88	48	49	82	22	64	77	44	97	0	30	25	63	83	47	54	91	36	43	77	26	88	25	70	31	
81	37	64	71	39	23	65	42	31	25	33	100	99	58	31	42	0	98	59	24	83	77	44	55	69	37	93	42	71	64	95	
88	53	58	78	93	42	62	20	57	78	71	73	98	73	37	99	83	0	73	33	25	46	70	90	95	23	61	75	91	84	90	
89	91	79	39	72	71	22	21	50	87	20	83	41	62	61	34	80	97	0	44	30	27	82	42	46	66	86	22	41	79	57	
45	43	90	67	53	28	82	74	100	36	71	63	83	49	82	75	58	81	80	0	47	80	81	92	65	58	71	97	90	41	24	
79	44	66	83	54	75	57	92	26	45	96	71	31	45	73	51	95	33	36	46	0	20	89	98	90	100	70	86	58	75	91	
57	45	45	56	42	28	37	42	93	50	87	66	87	92	31	80	33	21	36	70	76	0	77	72	28	37	30	90	84	85	99	
99	47	31	67	55	68	81	79	22	57	58	96	84	22	48	100	93	42	28	38	56	34	0	88	23	24	78	30	89	36	40	
28	83	93	66	84	78	90	67	90	96	50	48	35	65	92	33	25	40	73	92	44	65	20	0	63	98	65	25	20	84	79	
38	52	47	55	88	100	55	39	88	29	25	28	44	29	28	100	44	92	96	57	74	30	87	36	0	98	51	62	54	57	71	
37	62	45	28	34	40	45	82	37	23	97	80	84	42	59	54	46	46	68	49	96	34	73	37	39	0	40	79	99	29	20	
71	76	94	40	90	26	70	41	93	67	60	43	50	31	31	98	61	28	43	69	41	22	100	57	56	67	0	36	37	86	20	
80	41	62	96	95	63	54	66	67	59	70	81	98	66	35	63	73	42	60	99	48	92	55	95	35	73	85	0	63	45	91	
90	78	45	60	90	48	86	31	97	45	77	52	47	69	35	47	34	61	61	33	94	29	56	55	92	40	36	70	0	74	40	
41	40	97	40	47	37	70	90	37	93	64	73	48	83	66	97	41	62	71	99	88	21	68	26	42	33	38	30	98	0	99	
54	96	24	95	34	45	100	52	70	53	50	85	37	21	20	68	63	21	84	59	68	49	52	60	34	78	54	51	50	75	0	
